Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,5.0,5.7,299,0
20,20.0,4.8,5.5,600,0
30,30.0,4.7,5.4,900,0
40,40.0,4.5,5.2,1200,0
50,50.0,4.3,5.0,1499,0
100,100.0,3.9,4.5,2999,0
200,200.0,3.6,4.3,6000,0
300,300.0,3.5,4.1,9000,0
400,400.0,3.6,4.3,11999,0
500,499.9,3.7,4.4,14998,0
600,599.9,3.8,4.6,17997,0
800,799.9,4.0,4.9,23997,0
1000,978.6,4.2,5.3,29358,0
1200,1093.6,4.4,5.7,32809,0
1400,1191.6,4.5,5.9,35748,0
1600,1294.5,4.7,6.1,38835,0
1800,1384.8,4.8,6.4,41545,0
2000,1487.8,5.0,6.6,44634,0
2200,1608.0,5.2,7.0,48239,0
2400,1766.8,5.9,8.4,53004,0
2600,1686.8,219.3,1112.4,50605,3119
2800,1638.4,62.4,423.2,49153,4439
3000,1655.6,342.1,1706.4,49668,5896
3200,1229.3,310.1,1224.3,36879,10949
3400,1463.7,737.8,2338.1,43912,10028
3600,1316.1,319.7,1021.0,39484,10442
3800,1232.3,472.4,1529.7,36970,12186
4000,1399.5,437.4,1246.6,41985,11222
4200,1224.8,425.7,1126.0,36744,12523
4400,1320.1,634.5,1496.4,39604,12482
4600,1324.0,454.8,1205.1,39720,12843
4800,1225.0,596.9,1657.4,36750,13430
5000,1295.9,611.9,1499.6,38878,13310
