Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
10,10.0,5.4,6.3,300,0
20,20.0,5.4,6.1,600,0
30,30.0,5.2,6.0,900,0
40,40.0,5.1,5.9,1200,0
50,50.0,4.7,5.4,1500,0
100,100.0,4.0,4.7,3000,0
200,200.0,3.6,4.3,5999,0
300,300.0,3.7,4.3,8999,0
400,400.0,3.6,4.3,11999,0
500,500.0,3.6,4.4,15000,0
600,600.0,3.8,4.7,17999,0
800,799.8,4.0,5.0,23994,0
1000,983.4,4.2,5.4,29503,0
1200,1093.6,4.4,5.7,32807,0
1400,1199.7,4.5,5.9,35991,0
1600,1296.0,4.7,6.2,38880,0
1800,1385.2,4.8,6.5,41557,0
2000,1490.6,5.0,6.7,44718,0
2200,1605.0,5.2,7.1,48151,0
2400,1764.1,5.9,8.6,52922,0
2600,1694.7,254.2,1398.9,50840,2921
2800,1625.0,70.0,493.9,48750,4501
3000,1600.3,513.7,2599.9,48008,6910
3200,1233.3,237.0,1032.2,36999,10479
3400,1424.0,783.8,2495.8,42721,10382
3600,1283.7,337.7,1208.1,38512,10863
3800,1205.4,354.0,1014.5,36161,11941
4000,1363.0,447.4,1395.9,40889,11800
4200,1247.8,319.6,901.5,37434,12366
4400,1263.1,683.7,1737.8,37892,12771
4600,1358.2,540.9,1612.1,40746,12455
4800,1212.5,479.3,1216.7,36375,13983
