Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,4.1,4.7,600,0
40,40.0,3.9,4.5,1199,0
60,60.0,3.7,4.3,1799,0
80,80.0,3.5,4.2,2400,0
100,100.0,3.4,4.0,2999,0
200,200.0,3.3,3.8,6000,0
300,300.0,3.3,4.0,8999,0
400,400.0,3.5,4.2,11999,0
500,500.0,3.4,4.1,14999,0
600,600.0,3.5,4.3,17999,0
800,799.9,3.8,4.7,23998,0
1000,978.3,4.0,5.0,29349,0
1200,1095.6,4.1,5.3,32868,0
1400,1198.3,4.2,5.4,35949,0
1600,1293.6,4.4,5.8,38807,0
1800,1383.5,4.6,6.1,41506,0
2000,1489.6,4.8,6.3,44687,0
2200,1602.0,5.0,6.8,48060,0
2400,1762.5,5.4,7.8,52875,0
2600,1892.1,6.2,9.4,56762,0
2800,1792.4,340.5,1689.4,53771,2017
3000,1849.6,73.3,529.5,55489,1504
3400,1802.3,575.2,2816.8,54068,4063
3800,1335.6,657.7,1581.2,40068,10695
4000,1505.2,1431.7,3119.1,45155,8022
4400,1311.0,617.7,1450.0,39330,12179
4800,1546.4,1086.5,1981.0,46392,8216
5000,1327.7,1274.4,3922.6,39831,12738
