Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,5.0,5.7,600,0
40,40.0,4.7,5.6,1200,0
60,60.0,4.4,5.2,1799,0
80,80.0,4.0,4.7,2400,0
100,100.0,4.0,4.7,2999,0
200,200.0,3.1,3.9,5999,0
300,300.0,3.3,4.2,8999,0
400,400.0,3.7,4.3,11999,0
500,500.0,3.7,4.5,14999,0
600,599.7,3.6,4.4,17990,0
800,799.8,3.8,4.8,23995,0
1000,979.6,4.0,5.2,29387,0
1200,1097.5,4.1,5.4,32925,0
1400,1195.9,4.2,5.5,35876,0
1600,1290.4,4.4,5.8,38713,0
1800,1388.6,4.6,6.2,41657,0
2000,1489.2,4.8,6.5,44675,0
2200,1609.4,5.0,7.0,48283,0
2400,1763.5,5.5,7.8,52905,0
2600,1895.6,6.4,9.3,56867,0
2800,1767.8,434.4,2006.8,53034,2319
3000,1879.9,33.5,207.0,56397,1042
3400,1744.1,664.5,3036.0,52322,4712
3800,1356.2,616.5,1498.1,40687,11461
4000,1517.6,1441.7,3257.9,45527,8422
4400,1288.5,749.9,1792.6,38654,13314
4800,1584.6,1113.2,2247.6,47538,7869
5000,1285.9,1694.0,6904.5,38578,13759
