Target RPS,Actual RPS,Avg Latency (ms),p95 Latency (ms),Success Count,Failure Count
20,20.0,13.4,14.9,600,0
40,40.0,13.4,15.2,1200,0
60,60.0,13.4,15.5,1799,0
80,80.0,13.2,15.5,2400,0
100,100.0,13.5,16.5,2999,0
200,200.0,16.2,30.1,6000,0
300,300.0,20.7,54.4,8999,0
400,400.0,22.7,72.3,11999,0
500,500.0,25.3,88.9,14999,0
600,599.6,25.1,91.1,17988,0
800,799.8,38.8,219.8,23995,0
